#id,name,request_email,notes,home_page,tag_string
gendarmerie-58149-01,Brigade de gendarmerie - Luzy,cob.chateau-chinon-ville@gendarmerie.interieur.gouv.fr,"Adresse : Route de Fours,58170,Luzy | Tél : 03 86 30 02 10 | Fax : ",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-58151-01,Brigade de gendarmerie - La Machine,cob.decize@gendarmerie.interieur.gouv.fr,"Adresse : 25 Rue Paul et Auguste Couture,58260,La Machine | Tél : 03 86 50 80 17 | Fax : ",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-58180-01,Brigade de gendarmerie - Montsauche-les-Settons,cob.lormes@gendarmerie.interieur.gouv.fr,"Adresse : Avenue du Docteur Charles Monot,58230,Montsauche-les-Settons | Tél : 03 86 84 52 70 | Fax : 03 86 84 59 78",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-58182-01,Brigade de gendarmerie - Moulins-Engilbert,cob.chateau-chinon-ville@gendarmerie.interieur.gouv.fr,"Adresse : 5 Avenue Jules Miot,58290,Moulins-Engilbert | Tél : 03 86 84 22 77 | Fax : 03 86 84 29 77",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-58215-01,Brigade de gendarmerie - Pouilly-sur-Loire,cob.la-charite-sur-loire@gendarmerie.interieur.gouv.fr,"Adresse : Rue d'Antibes,58150,Pouilly-sur-Loire | Tél : 03 86 39 11 72 | Fax : 03 86 39 54 77",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-58218-01,Brigade de gendarmerie - Prémery,cob.la-charite-sur-loire@gendarmerie.interieur.gouv.fr,"Adresse : Rue de Valvry,58700,Prémery | Tél : 03 86 68 12 32 | Fax : 03 86 68 19 57",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-58227-01,Brigade de gendarmerie - Saint-Amand-en-Puisaye,cob.cosne-cours-sur-loire@gendarmerie.interieur.gouv.fr,"Adresse : 58 Route de Cosne,58310,Saint-Amand-en-Puisaye | Tél : 03 86 39 62 40 | Fax : 03 86 39 55 65",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-58232-01,Brigade de gendarmerie - Saint-Benin-d'Azy,cob.imphy@gendarmerie.interieur.gouv.fr,"Adresse : Avenue Pierre Petit,58270,Saint-Benin-d'Azy | Tél : 03 86 58 40 74 | Fax : ",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-58264-01,Brigade de gendarmerie - Saint-Pierre-le-Moûtier,cob.st-pierre-le-moutier@gendarmerie.interieur.gouv.fr,"Adresse : 2 Route du Stade - Lieu-dit La Chaume Champierre,58240,Saint-Pierre-le-Moûtier | Tél : 03 86 90 77 70 | Fax : 03 86 90 77 74",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-58267-01,Brigade de gendarmerie - Saint-Saulge,cob.st-saulge@gendarmerie.interieur.gouv.fr,"Adresse : Place de l'Hôtel-de-Ville,58330,Saint-Saulge | Tél : 03 86 58 30 15 | Fax : ",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-58286-01,Brigade de gendarmerie - Tannay,cob.clamecy@gendarmerie.interieur.gouv.fr,"Adresse : 16 Avenue de la Fringale,58190,Tannay | Tél : 03 86 29 84 34 | Fax : 03 86 29 51 95",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-58303-01,Brigade de gendarmerie - Varennes-Vauzelles,cob.varennes-vauzelles@gendarmerie.interieur.gouv.fr,"Adresse : 22 Rue André Malraux,58640,Varennes-Vauzelles | Tél : 03 86 93 92 60 | Fax : 03 86 93 92 69",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-58304-01,Brigade de gendarmerie - Varzy,cob.clamecy@gendarmerie.interieur.gouv.fr,"Adresse : Caserne Gendarme Jean-Louis Leblond - 3 Avenue de la Charité,58210,Varzy | Tél : 03 86 29 40 17 | Fax : 03 86 29 52 95",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
greta-58086-01,Greta 58 - Antenne de Cosne-Cours-sur-Loire,ce.greta.nevers@ac-dijon.fr,"Adresse : Centre daffaires Campus - 2 rue des Ardoisiers,58200,Cosne-Cours-sur-Loire | Tél : 03 86 26 75 75 | Fax : 03 86 28 58 51",http://www.bourgogne.greta.fr,greta
greta-58194-01,Greta - Nevers,ce.greta.nevers@ac-dijon.fr,"Adresse : Lycée Jean-Rostand - 9 boulevard Saint-Exupéry,58000,Nevers | Tél : 03 86 59 74 59 | Fax : 03 86 59 74 58",http://www.bourgogne.greta.fr,greta
hypotheque-58194-01,Service de la publicité foncière et de l'enregistrement (SPF) - Nevers 1,spf.nevers1@dgfip.finances.gouv.fr,"Adresse : 19 rue Camille-Baynac - BP 888,58015,Nevers Cedex | Tél : 03 86 68 49 49 | Fax : ",http://www.impots.gouv.fr,hypotheque
hypotheque-58194-02,Service de la publicité foncière (SPF) - Nevers 2,spf.nevers2@dgfip.finances.gouv.fr,"Adresse : 19 rue Camille-Baynac - BP 888,58015,Nevers Cedex | Tél : 03 86 68 49 49 | Fax : ",http://www.impots.gouv.fr,hypotheque
hypotheque-58194-03,Service de la publicité foncière (SPF) - Nevers 3,spf.nevers3@dgfip.finances.gouv.fr,"Adresse : 19 rue Camille-Baynac - BP 888,58015,Nevers Cedex | Tél : 03 86 68 49 49 | Fax : ",http://www.impots.gouv.fr,hypotheque
inspection_academique-58194-01,Direction des services départementaux de l'Éducation nationale  (DSDEN) - Nièvre,dsden58@ac-dijon.fr,"Adresse : 19 place Saint-Exupéry,58000,Nevers | Tél : 03 86 21 70 10 | Fax : ",http://www.ac-dijon.fr/dsden58/pid30316/accueil.html,inspection_academique
maia-58194-01,Mission d'accueil et d'information des associations (Maia) - Nièvre,rodolphe.legendre@nievre.gouv.fr,"Adresse : 1, rue du Ravelin - BP 54 - Direction départementale de la cohésion sociale et de la protection des populations,58020,Nevers Cedex | Tél : 03 58 07 20 24 | Fax : 03 58 07 20 47",http://www.associations.gouv.fr,maia
mairie-58001-01,Mairie - Achun,mairieachun@wanadoo.fr,"Adresse : Le Bourg,58110,Achun | Tél : 03 86 78 17 55 | Fax : 03 86 78 17 55",,mairie
mairie-58002-01,Mairie - Alligny-Cosne,mairie.alligny@wanadoo.fr,"Adresse : 2 route Saint-Amand,58200,Alligny-Cosne | Tél : 03 86 26 25 13 | Fax : 03 86 39 91 00",http://www.alligny-cosne.fr,mairie
mairie-58003-01,Mairie - Alligny-en-Morvan,alligny.morvan@wanadoo.fr,"Adresse : Le Bourg,58230,Alligny-en-Morvan | Tél : 03 86 76 13 50 | Fax : 03 86 76 00 27",http://www.alligny-en-morvan.fr,mairie
mairie-58004-01,Mairie - Alluy,mairie.alluy@orange.fr,"Adresse : Le Bourg,58110,Alluy | Tél : 03 86 84 10 04 | Fax : ",,mairie
mairie-58005-01,Mairie - Amazy,laguigner.philippe@neuf.fr,"Adresse : Place de la Mairie,58190,Amazy | Tél : 03 86 29 30 79 | Fax : 03 86 29 30 79",,mairie
mairie-58006-01,Mairie - Anlezy,anlezy.commune@gmail.com,"Adresse : 16 rue des Écoles,58270,Anlezy | Tél : 03 86 60 24 36 | Fax : ",,mairie
mairie-58008-01,Mairie - Anthien,mairiedanthien@wanadoo.fr,"Adresse : Le Bourg,58800,Anthien | Tél : 03 86 22 07 37 | Fax : 09 70 63 07 38",,mairie
mairie-58009-01,Mairie - Arbourse,mairie.arbourse@wanadoo.fr,"Adresse : 4 Grande rue,58350,Arbourse | Tél : 03 86 69 21 86 | Fax : ",,mairie
mairie-58010-01,Mairie - Arleuf,mairie.arleuf@wanadoo.fr,"Adresse : 56 route du Haut-Morvan,58430,Arleuf | Tél : 03 86 78 80 37 | Fax : 03 86 79 42 24",,mairie
mairie-58011-01,Mairie - Armes,mairie.armes@wanadoo.fr,"Adresse : 98 route Buissonnière,58500,Armes | Tél : 03 86 27 05 10 | Fax : 03 86 27 07 47",,mairie
mairie-58012-01,Mairie - Arquian,mairie-arquian@wanadoo.fr,"Adresse : 35 route de Saint-Amand,58310,Arquian | Tél : 03 86 39 64 42 | Fax : 03 86 39 63 14",,mairie
mairie-58013-01,Mairie - Arthel,mairiearthel@orange.fr,"Adresse : Le Bourg,58700,Arthel | Tél : 03 86 60 10 30 | Fax : ",,mairie
mairie-58014-01,Mairie - Arzembouy,mairie.arzembouy@wanadoo.fr,"Adresse : 2 rue des Mariés,58700,Arzembouy | Tél : 03 86 60 14 66 | Fax : 03 86 60 10 57",,mairie
mairie-58015-01,Mairie - Asnan,mairie.asnan@wanadoo.fr,"Adresse : 8 rue de Tannay,58420,Asnan | Tél : 03 86 29 02 72 | Fax : ",http://www.asnan58.com,mairie
mairie-58017-01,Mairie - Aunay-en-Bazois,mairie.aunayenbazois@orange.fr,"Adresse : Route de Châtillon,58110,Aunay-en-Bazois | Tél : 03 86 78 18 19 | Fax : 03 86 78 18 19",http://www.lebazois.fr/aunay-en-bazois,mairie
mairie-58018-01,Mairie - Authiou,commune.dauthiou@orange.fr,"Adresse : Le Bourg,58700,Authiou | Tél : 03 86 60 15 11 | Fax : ",,mairie
mairie-58019-01,Mairie - Avrée,mairieavree@wanadoo.fr,"Adresse : Le Bourg,58170,Avrée | Tél : 03 86 30 93 99 | Fax : 03 86 30 92 62",,mairie
mairie-58020-01,Mairie - Avril-sur-Loire,mairie-davril-sur-loire@wanadoo.fr,"Adresse : 7 place de la Mairie,58300,Avril-sur-Loire | Tél : 03 86 25 00 23 | Fax : 03 86 25 58 11",http://www.mairiedavrilsurloire.fr,mairie
mairie-58021-01,Mairie - Azy-le-Vif,mairie.azylevif@orange.fr,"Adresse : Le Bourg - 5 route de Chantenay,58240,Azy-le-Vif | Tél : 03 86 37 41 58 | Fax : 03 86 37 25 49",,mairie
mairie-58023-01,Mairie - Bazoches,mairiedebazoches@orange.fr,"Adresse : 2 place de la Mairie,58190,Bazoches | Tél : 03 86 22 10 55 | Fax : ",http://www.bazoches.net,mairie
mairie-58024-01,Mairie - Bazolles,mairie.bazolles@orange.fr,"Adresse : Le Bourg - 1 place André-Cornu,58110,Bazolles | Tél : 03 86 38 97 83 | Fax : 03 86 38 90 58",http://www.bazolles.fr,mairie
mairie-58027-01,Mairie - Beaumont-la-Ferrière,mairie.beaumontlaferriere@orange.fr,"Adresse : Le Bourg,58700,Beaumont-la-Ferrière | Tél : 09 62 19 33 74 | Fax : 03 86 38 10 63",,mairie
mairie-58028-01,Mairie - Beaumont-Sardolles,mairie.beaumont-sardolles@orange.fr,"Adresse : Le Bourg,58270,Beaumont-Sardolles | Tél : 03 86 58 40 47 | Fax : 03 86 58 40 47",,mairie
mairie-58029-01,Mairie - Beuvron,beuvron.mairie@orange.fr,"Adresse : Le Bourg,58210,Beuvron | Tél : 03 86 27 30 18 | Fax : 03 86 27 30 18",,mairie
mairie-58030-01,Mairie - Biches,mairiedebiches@wanadoo.fr,"Adresse : Le Bourg,58110,Biches | Tél : 03 86 84 93 60 | Fax : 03 86 84 93 60",,mairie
mairie-58031-01,Mairie - Billy-Chevannes,billy.chevannes@orange.fr,"Adresse : Le Bourg,58270,Billy-Chevannes | Tél : 03 86 60 25 94 | Fax : ",,mairie
mairie-58032-01,Mairie - Billy-sur-Oisy,apcbilly@wanadoo.fr,"Adresse : 1 rue de la Porte-de-Billy,58500,Billy-sur-Oisy | Tél : 03 86 24 98 04 | Fax : 03 86 24 93 83",,mairie
mairie-58034-01,Mairie - Blismes,commune.blismes@orange.fr,"Adresse : Le Bourg,58120,Blismes | Tél : 03 86 84 75 02 | Fax : 03 86 84 75 02",http://www.commune-blismes.fr,mairie
mairie-58035-01,Mairie - Bona,mairie.de.bona@wanadoo.fr,"Adresse : Le Bourg,58330,Bona | Tél : 03 86 58 60 67 | Fax : 03 86 58 60 67",,mairie
mairie-58036-01,Mairie - Bouhy,mairie-bouhy@orange.fr,"Adresse : 8 rue de la Puisaye,58310,Bouhy | Tél : 03 86 26 44 06 | Fax : 03 86 20 15 24",http://www.bouhy.net,mairie
mairie-58038-01,Mairie - Breugnon,mairie.breugnon@wanadoo.fr,"Adresse : 58 rue du Bourg,58460,Breugnon | Tél : 03 86 29 16 06 | Fax : 03 86 29 16 06",,mairie
mairie-58039-01,Mairie - Brèves,mairie-breves@wanadoo.fr,"Adresse : Place de la Mairie,58530,Brèves | Tél : 03 86 24 25 26 | Fax : ",,mairie
mairie-58041-01,Mairie - Brinon-sur-Beuvron,mairiebrinonsurbeuvron@wanadoo.fr,"Adresse : 4 rue du Commandant-Victor-Guerreau,58420,Brinon-sur-Beuvron | Tél : 03 86 29 67 44 | Fax : ",https://www.brinonsurbeuvron.fr,mairie
mairie-58042-01,Mairie - Bulcy,mairie-de-bulcy@wanadoo.fr,"Adresse : 7 route du Camp-Américain,58400,Bulcy | Tél : 03 86 69 01 39 | Fax : ",,mairie
mairie-58044-01,Mairie - La Celle-sur-Loire,mairie.cellesurloire@orange.fr,"Adresse : 42 rue de Paris,58440,La Celle-sur-Loire | Tél : 03 86 26 03 85 | Fax : ",,mairie
mairie-58045-01,Mairie - La Celle-sur-Nièvre,mairie.la-celle-sur-nievre@orange.fr,"Adresse : Le Bourg,58700,La Celle-sur-Nièvre | Tél : 03 86 38 17 40 | Fax : 03 86 38 17 40",,mairie
mairie-58046-01,Mairie - Cercy-la-Tour,contact@cercylatour.fr,"Adresse : 23 place d'Aligre,58340,Cercy-la-Tour | Tél : 03 86 50 89 01 | Fax : ",http://www.cercylatour.fr,mairie
mairie-58047-01,Mairie - Cervon,mairiedecervon2@wanadoo.fr,"Adresse : 6 rue Jehan-Faulquier,58800,Cervon | Tél : 03 86 20 08 29 | Fax : ",http://www.cervon.fr,mairie
mairie-58048-01,Mairie - Cessy-les-Bois,mairie.cessylesbois@orange.fr,"Adresse : 1 route de Bondieuse,58220,Cessy-les-Bois | Tél : 03 86 39 81 61 | Fax : ",,mairie
mairie-58049-01,Mairie - Chalaux,mairie.chalaux@orange.fr,"Adresse : Le Bourg,58140,Chalaux | Tél : 03 86 22 67 80 | Fax : 03 86 22 67 81",,mairie
mairie-58050-01,Mairie - Challement,mairie.de.challement@wanadoo.fr,"Adresse : Le Bourg,58420,Challement | Tél : 03 86 29 65 01 | Fax : ",,mairie
mairie-58051-01,Mairie - Challuy,mairie.challuy@orange.fr,"Adresse : 4 rue du 19-Mars-01962,58000,Challuy | Tél : 03 86 37 59 88 | Fax : 03 86 37 59 94",http://www.mairie-challuy.fr,mairie
mairie-58052-01,Mairie - Champallement,mairiechampallement@orange.fr,"Adresse : Le Bourg,58420,Champallement | Tél : 03 86 29 03 38 | Fax : ",,mairie
mairie-58053-01,Mairie - Champlémy,mairie-champlemy@wanadoo.fr,"Adresse : 2 route de Corvol,58210,Champlémy | Tél : 03 86 60 11 44 | Fax : 03 86 60 19 46",,mairie
mairie-58055-01,Mairie - Champvert,mairiechampvert@wanadoo.fr,"Adresse : 3 rue Jean-Lhospied,58300,Champvert | Tél : 03 86 25 00 69 | Fax : 03 86 25 54 39",http://www.mairie-champvert.fr,mairie
mairie-58056-01,Mairie - Champvoux,mairie-de-champvoux@wanadoo.fr,"Adresse : 24 rue de la Mairie,58400,Champvoux | Tél : 03 86 37 85 59 | Fax : 03 86 37 88 34",,mairie
mairie-58057-01,Mairie - Chantenay-Saint-Imbert,mairie.chantenay.nievre@wanadoo.fr,"Adresse : 7 rue des Écoles,58240,Chantenay-Saint-Imbert | Tél : 03 86 38 60 21 | Fax : 03 86 38 61 05",http://www.ville-chantenay-saint-imbert.fr/,mairie
mairie-58058-01,Mairie - La Chapelle-Saint-André,mairie.lachappestandre@orange.fr,"Adresse : 3 rue du Bourg,58210,La Chapelle-Saint-André | Tél : 03 86 29 15 30 | Fax : 03 86 26 04 65",http://mairie-lachapellesaintandre.fr,mairie
mairie-58059-01,Mairie - La Charité-sur-Loire,mairie@lacharitesurloire.fr,"Adresse : Place du Général-de-Gaulle - BP 132,58405,La Charité-sur-Loire Cedex | Tél : 03 86 70 16 12 | Fax : 03 86 70 32 00",http://www.lacharitesurloire.fr,mairie
mairie-58060-01,Mairie - Charrin,mairie-charrin@wanadoo.fr,"Adresse : 1 bis rue de la Mairie,58300,Charrin | Tél : 03 86 50 32 30 | Fax : 03 86 50 32 30",,mairie
mairie-58061-01,Mairie - Chasnay,mairie-chasnay@orange.fr,"Adresse : 2 place Saint-Germain,58350,Chasnay | Tél : 03 86 69 21 97 | Fax : 03 86 69 21 97",,mairie
mairie-58062-01,Mairie - Château-Chinon (Ville),mairiechateauchinonville@wanadoo.fr,"Adresse : Place François-Mitterrand - BP 21,58120,Château-Chinon | Tél : 03 86 85 15 05 | Fax : 03 86 85 01 00",http://www.ville-chateau-chinon.fr,mairie
mairie-58063-01,Mairie - Château-Chinon-Campagne,mairie-chateau-chinon-campagne@wanadoo.fr,"Adresse : 1 rue Gambetta,58120,Château-Chinon-Campagne | Tél : 03 86 85 02 88 | Fax : 03 86 85 18 04",,mairie
mairie-58064-01,Mairie - Châteauneuf-Val-de-Bargis,mairie.chateauneufvaldebargis@wanadoo.fr,"Adresse : 1 place Colonel-Roche,58350,Châteauneuf-Val-de-Bargis | Tél : 03 86 69 22 79 | Fax : ",http://www.chateauneufvaldebargis.fr,mairie
mairie-58065-01,Mairie - Châtillon-en-Bazois,mairie.chatillon-en-bazois@orange.fr,"Adresse : 1 place de l'Église,58110,Châtillon-en-Bazois | Tél : 03 86 84 14 76 | Fax : 03 86 84 11 43",http://www.mairie-chatillon-en-bazois.fr,mairie
mairie-58066-01,Mairie - Châtin,mairiedechatin@orange.fr,"Adresse : Le Bourg,58120,Châtin | Tél : 03 86 85 23 62 | Fax : 03 86 85 23 62",,mairie
mairie-58067-01,Mairie - Chaulgnes,mairie.chaulgnes@wanadoo.fr,"Adresse : 8 place des Résistants,58400,Chaulgnes | Tél : 03 86 37 82 47 | Fax : 03 86 37 88 69",http://www.chaulgnes.fr,mairie
mairie-58068-01,Mairie - Chaumard,mairiedechaumard@wanadoo.fr,"Adresse : Le Bourg,58120,Chaumard | Tél : 03 86 78 03 00 | Fax : ",,mairie
mairie-58071-01,Mairie - Chevannes-Changy,mairie.chevannes-changy@laposte.net,"Adresse : Place de l'Église,58420,Chevannes-Changy | Tél : 03 86 29 67 12 | Fax : 03 86 29 67 12",,mairie
mairie-58072-01,Mairie - Chevenon,mairie.chevenon@wanadoo.fr,"Adresse : 3 rue des Écoles,58160,Chevenon | Tél : 03 86 68 72 75 | Fax : 03 86 38 30 33",http://www.chevenon.com,mairie
mairie-58073-01,Mairie - Chevroches,mairiedechevroches@wanadoo.fr,"Adresse : Le Bourg,58500,Chevroches | Tél : 03 86 27 26 38 | Fax : 03 86 27 14 59",,mairie
mairie-58075-01,Mairie - Chitry-les-Mines,chitry-les-mines@wanadoo.fr,"Adresse : 8 rue de Marigny-sur-Yonne,58800,Chitry-les-Mines | Tél : 03 86 20 09 97 | Fax : ",,mairie
mairie-58076-01,Mairie - Chougny,mairie-chougny@orange.fr,"Adresse : Le Bourg,58110,Chougny | Tél : 03 86 84 45 51 | Fax : 03 86 84 45 51",,mairie
mairie-58077-01,Mairie - Ciez,mairie.ciez@orange.fr,"Adresse : 11 rue de Bouhy,58220,Ciez | Tél : 03 86 26 42 80 | Fax : 03 86 26 46 12",http://www.ciez.fr,mairie
mairie-58078-01,Mairie - Cizely,mairie.cizely@laposte.net,"Adresse : Le Bourg,58270,Cizely | Tél : 03 86 60 29 98 | Fax : ",,mairie
mairie-58080-01,Mairie - La Collancelle,la-collancelle.mairie@wanadoo.fr,"Adresse : 19 le Bourg,58800,La Collancelle | Tél : 03 86 22 41 90 | Fax : ",http://la-collancelle.monsite-orange.fr,mairie
mairie-58081-01,Mairie - Colméry,colmery@wanadoo.fr,"Adresse : Le Bourg,58350,Colméry | Tél : 03 86 39 80 95 | Fax : ",,mairie
mairie-58082-01,Mairie - Corancy,mairie-de-corancy@wanadoo.fr,"Adresse : Le Bourg,58120,Corancy | Tél : 03 86 78 01 44 | Fax : ",http://www.communedecorancy.com,mairie
mairie-58083-01,Mairie - Corbigny,mairie-corbigny@wanadoo.fr,"Adresse : Place de la Mairie,58800,Corbigny | Tél : 03 86 20 11 98 | Fax : 03 86 20 18 28",,mairie
mairie-58084-01,Mairie - Corvol-d'Embernard,ma.corvold@west-telecom.com,"Adresse : Rue de la Mairie,58210,Corvol-d'Embernard | Tél : 03 86 29 42 12 | Fax : ",,mairie
mairie-58085-01,Mairie - Corvol-l'Orgueilleux,mairie.corvol.lorgueilleux@wanadoo.fr,"Adresse : 6 rue Jules-Bègue,58460,Corvol-l'Orgueilleux | Tél : 03 86 29 13 77 | Fax : 03 86 29 15 11",,mairie
mairie-58086-01,Mairie - Cosne-Cours-sur-Loire,cosne@mairie-cosnesurloire.fr,"Adresse : Place du Docteur-Huyghues-des-Étages - BP 123,58206,Cosne-Cours-sur-Loire | Tél : 03 86 26 50 00 | Fax : 03 86 26 50 16",http://www.mairie-cosnesurloire.fr,mairie
mairie-58087-01,Mairie - Cossaye,mairie@cossaye.fr,"Adresse : 13 route de Decize,58300,Cossaye | Tél : 03 86 50 71 16 | Fax : 03 86 50 71 16",http://www.cossaye.fr,mairie
mairie-58088-01,Mairie - Coulanges-lès-Nevers,coulanges-les-nevers@wanadoo.fr,"Adresse : Avenue du 8-Mai-01945,58660,Coulanges-lès-Nevers | Tél : 03 86 93 01 00 | Fax : 03 86 21 47 11",http://www.coulanges-les-nevers.fr,mairie
mairie-58089-01,Mairie - Couloutre,couloutre.mairie@wanadoo.fr,"Adresse : 6 route d'Entrains-sur-Nohain,58220,Couloutre | Tél : 03 86 39 30 46 | Fax : 03 86 39 44 76",,mairie
mairie-58092-01,Mairie - Crux-la-Ville,mairie.cruxlaville@wanadoo.fr,"Adresse : 4 rue du Docteur-Léveillé,58330,Crux-la-Ville | Tél : 03 86 58 35 65 | Fax : 03 86 58 37 06",http://www.crux-la-ville.fr,mairie
mairie-58093-01,Mairie - Cuncy-lès-Varzy,mairiedecuncylesvarzy@orange.fr,"Adresse : Cuncy-le-Bas,58210,Cuncy-lès-Varzy | Tél : 03 86 27 33 41 | Fax : ",,mairie
mairie-58094-01,Mairie - Dampierre-sous-Bouhy,mairie.dampierre@wanadoo.fr,"Adresse : 2 route de Bitry,58310,Dampierre-sous-Bouhy | Tél : 03 86 26 41 00 | Fax : 03 86 26 48 55",,mairie
mairie-58095-01,Mairie - Decize,mairiedecize@wanadoo.fr,"Adresse : 32 rue de la République - BP 71,58300,Decise | Tél : 03 86 25 03 23 | Fax : 03 86 77 11 48",http://www.ville-decize.fr,mairie
mairie-58096-01,Mairie - Devay,mairie-devay@nordnet.fr,"Adresse : 10 rue des Sarrasins,58300,Devay | Tél : 03 86 50 37 11 | Fax : 03 86 50 37 11",http://www.devay.net,mairie
mairie-58097-01,Mairie - Diennes-Aubigny,mairie.diennes-aubigny@laposte.net,"Adresse : Le Bourg,58340,Diennes-Aubigny | Tél : 03 86 50 04 36 | Fax : 03 86 50 06 38",,mairie
mairie-58098-01,Mairie - Dirol,mairie.dirol@orange.fr,"Adresse : 35 Grande rue,58190,Dirol | Tél : 03 86 22 05 62 | Fax : ",,mairie
mairie-58101-01,Mairie - Dompierre-sur-Nièvre,mairiedompierresurnievre@orange.fr,"Adresse : Le Bourg - Cedex 508,58350,Dompierre-sur-Nièvre | Tél : 03 86 69 21 65 | Fax : 03 86 69 21 65",,mairie
mairie-58102-01,Mairie - Donzy,accueilmairie@mairie-donzy.fr,"Adresse : 1 place de la Mairie,58220,Donzy | Tél : 03 86 39 30 28 | Fax : 03 86 39 37 04",http://www.mairie-donzy.fr/,mairie
mairie-58103-01,Mairie - Dornecy,mairiedornecy@wanadoo.fr,"Adresse : 1 rue Marié-Davy,58530,Dornecy | Tél : 03 86 24 29 91 | Fax : 03 86 24 20 59",,mairie
mairie-58104-01,Mairie - Dornes,dornes.mairie@wanadoo.fr,"Adresse : 1 place de la Mairie,58390,Dornes | Tél : 03 86 50 60 47 | Fax : 03 86 50 68 84",http://www.dornes.fr,mairie
mairie-58105-01,Mairie - Druy-Parigny,mairie.druy-parigny@wanadoo.fr,"Adresse : 1 place de l'Église,58160,Druy-Parigny | Tél : 03 86 50 12 39 | Fax : 03 86 50 12 39",,mairie
mairie-58106-01,Mairie - Dun-les-Places,mairie.dunlesplaces@wanadoo.fr,"Adresse : Rue du 26-Juin-01944,58230,Dun-les-Places | Tél : 03 86 84 62 05 | Fax : ",https://www.dun-les-places.fr/,mairie
mairie-58107-01,Mairie - Dun-sur-Grandry,mairie-dun-sur-grandry@orange.fr,"Adresse : Le Bourg,58110,Dun-sur-Grandry | Tél : 03 86 84 43 55 | Fax : 03 86 84 43 55",,mairie
mairie-58108-01,Mairie - Empury,mairie.empury@wanadoo.fr,"Adresse : Le Bourg,58140,Empury | Tél : 03 86 22 61 76 | Fax : ",,mairie
mairie-58109-01,Mairie - Entrains-sur-Nohain,mairie-entrains-sur-nohain@wanadoo.fr,"Adresse : 2 place de l'Hôtel-de-Ville,58410,Entrains-sur-Nohain | Tél : 03 86 29 22 06 | Fax : 03 86 29 25 99",,mairie
mairie-58110-01,Mairie - Epiry,mairiedepiry@wanadoo.fr,"Adresse : 7 rue Maréchal-Vauban,58800,Epiry | Tél : 03 86 22 42 40 | Fax : ",,mairie
mairie-58111-01,Mairie - Fâchin,mairie.fachin@wanadoo.fr,"Adresse : Le Bourg,58430,Fâchin | Tél : 03 86 85 05 60 | Fax : 03 86 85 05 60",,mairie
mairie-58112-01,Mairie - La Fermeté,mairie-fermete@wanadoo.fr,"Adresse : 1 place de la Mairie,58160,La Fermeté | Tél : 03 86 58 41 19 | Fax : 03 86 58 51 95",http://www.la-fermete.fr,mairie
mairie-58113-01,Mairie - Fertrève,mairiedefertreve@orange.fr,"Adresse : Le Bourg,58270,Fertrève | Tél : 03 86 50 04 66 | Fax : 03 86 50 04 66",,mairie
mairie-58114-01,Mairie - Fléty,mairie.flety@laposte.net,"Adresse : Le Bourg,58170,Fléty | Tél : 03 86 30 07 50 | Fax : 03 86 30 07 50",,mairie
mairie-58115-01,Mairie - Fleury-sur-Loire,fleury.sur.loire@wanadoo.fr,"Adresse : Le Bourg,58240,Fleury-sur-Loire | Tél : 03 86 25 01 18 | Fax : 03 86 25 07 96",http://www.mairiedefleurysurloire.fr,mairie
mairie-58116-01,Mairie - Flez-Cuzy,mairieflezcuzy@orange.fr,"Adresse : Place de l'Église,58190,Flez-Cuzy | Tél : 03 86 29 31 79 | Fax : ",,mairie
mairie-58117-01,Mairie - Fourchambault,accueil.administration@mairie-fourchambault.fr,"Adresse : 59 rue Gambetta - BP 50252,58642,Fourchambault Cedex | Tél : 03 86 90 99 07 | Fax : 03 86 58 95 87",http://www.ville-fourchambault.fr,mairie
mairie-58119-01,Mairie - Frasnay-Reugny,mairie-frasnay.reugny@wanadoo.fr,"Adresse : Le Bourg,58270,Frasnay-Reugny | Tél : 03 86 60 26 00 | Fax : 03 86 60 26 00",,mairie
mairie-58120-01,Mairie - Gâcogne,mairiedegacogne@wanadoo.fr,"Adresse : Mairie,58140,Gâcogne | Tél : 03 86 22 71 17 | Fax : ",http://gacogne-en-morvan.jimdo.com,mairie
mairie-58121-01,Mairie - Garchizy,mairie.garchizy@wanadoo.fr,"Adresse : 277 place Maurice-Thorez,58600,Garchizy | Tél : 03 86 58 86 31 | Fax : 03 86 38 73 44",http://www.garchizy.fr,mairie
mairie-58122-01,Mairie - Garchy,mairie.garchy@wanadoo.fr,"Adresse : 1 rue Ernest-Durand,58150,Garchy | Tél : 03 86 69 12 79 | Fax : 03 86 69 11 48",http://mairie-garchy.fr,mairie
