#id,name,request_email,notes,home_page,tag_string,valid_email,publication_scheme,_merge
mairie-65019-01,Mairie - Arcizac-Adour,arcizac-adour@wanadoo.fr,"Adresse : Place du 11-Novembre-01918,65360,Arcizac-Adour | Tél : 05 62 45 92 28 | Fax : ",http://www.arcizac-adour.fr,mairie,True,,left_only
prefecture_greffe_associations-67300-01,Greffe des associations - Bas-Rhin (Molsheim),associations.ti-molsheim@justice.fr,"Adresse : Tribunal d'instance de Molsheim - 3 rue du Maréchal-Kellermann - CS 69116,67129,Molsheim Cedex | Tél : 03 88 49 72 35 | Fax : 03 88 47 83 17",,prefecture_greffe_associations,True,,left_only
prefecture_greffe_associations-67437-01,Greffe des associations - Bas-Rhin (Saverne),ti-saverne@justice.fr,"Adresse : Tribunal d'instance de Saverne - 7 rue du Tribunal - CS 50135,67703,Saverne Cedex | Tél : 03 88 71 61 51 | Fax : 03 88 71 61 71",,prefecture_greffe_associations,True,,left_only
prefecture_greffe_associations-67447-01,Greffe des associations - Bas-Rhin (Schiltigheim),associations.ti-schiltigheim@justice.fr,"Adresse : Tribunal d'instance de Schiltigheim - 10 rue du Tribunal - CS 70097,67302,Schiltigheim Cedex | Tél : 03 88 19 27 82 | Fax : 03 88 19 27 94",,prefecture_greffe_associations,True,,left_only
prefecture_greffe_associations-67462-01,Greffe des associations - Bas-Rhin (Sélestat),associations.ti-selestat@justice.fr,"Adresse : Tribunal d'instance de Sélestat - Service des associations - 17 allée de la 1ère-Armée,67600,Sélestat | Tél : 03 88 57 40 50 | Fax : 03 88 57 40 65",http://www.reseau-sara.org,prefecture_greffe_associations,True,,left_only
prefecture_greffe_associations-67482-01,Greffe des associations - Bas-Rhin (Strasbourg),associations.ti-strasbourg@justice.fr,"Adresse : Tribunal d'instance de Strasbourg - 45 rue du Fossé-des-Treize - CS 60444,67008,Strasbourg Cedex | Tél : 03 88 15 59 29 | Fax : 03 88 75 91 29",,prefecture_greffe_associations,True,,left_only
rectorat-67482-01,Rectorat - Académie de Strasbourg,ce.communication@ac-strasbourg.fr,"Adresse : 6 rue de la Toussaint,67000,Strasbourg | Tél : 03 88 23 37 23 | Fax : 03 88 23 37 22",http://www.ac-strasbourg.fr,rectorat,True,,left_only
sie-67180-01,Service des impôts des entreprises du centre des finances publiques de Haguenau,sie.haguenau@dgfip.finances.gouv.fr,"Adresse : 2, rue du Clabaud - BP 60254,67504,Haguenau Cedex | Tél : 03 88 53 26 26 | Fax : 03 88 53 26 79",http://www.impots.gouv.fr,sie,True,,left_only
sie-67300-01,Service des impôts des entreprises du centre des finances publiques de Molsheim,sie.molsheim@dgfip.finances.gouv.fr,"Adresse : 20, rue Gaston-Romazzotti - BP 25165,67125,Molsheim Cedex | Tél : 03 88 47 98 59 | Fax : ",http://www.impots.gouv.fr,sie,True,,left_only
sie-67437-01,Service des impôts des entreprises du centre des finances publiques de Saverne,sip-sie.saverne@dgfip.finances.gouv.fr,"Adresse : 11, rue Sainte-Marie - CS 80120,67703,Saverne Cedex | Tél : 03 88 03 12 50 | Fax : ",http://www.impots.gouv.fr,sie,True,,left_only
sie-67447-01,Service des impôts des entreprises du centre des finances publiques de Schiltigheim,sie.schiltigheim@dgfip.finances.gouv.fr,"Adresse : 14, rue des Petits-Champs - BP 60096,67302,Schiltigheim Cedex | Tél : 03 88 19 16 27 | Fax : ",http://www.impots.gouv.fr,sie,True,,left_only
sie-67462-01,Service des impôts des entreprises du centre des finances publiques de Sélestat,sip-sie.selestat@dgfip.finances.gouv.fr,"Adresse : 5, rue de la Paix - CS 40249,67606,Sélestat Cedex | Tél : 03 88 58 90 87 | Fax : 03 88 92 09 75",http://www.impots.gouv.fr,sie,True,,left_only
sie-67482-01,Service des impôts des entreprises du centre des finances publiques d'Illkirch,sie.illkirch@dgfip.finances.gouv.fr,"Adresse : 12 rue du Rhône - CS 50263,67089,Strasbourg Cedex | Tél : 03 90 40 65 00 | Fax : ",http://www.impots.gouv.fr,sie,True,,left_only
sie-67482-03,Service des impôts des entreprises du centre des finances publiques de Strasbourg Ouest,sie.strasbourg-ouest@dgfip.finances.gouv.fr,"Adresse : 35, avenue des Vosges - CS 401046,67070,Strasbourg Cedex | Tél : 03 88 52 48 33 | Fax : ",http://www.impots.gouv.fr,sie,True,,left_only
sous_pref-67180-01,Sous-préfecture - Haguenau,sous-prefecture-de-haguenau@bas-rhin.pref.gouv.fr,"Adresse : CS 30251 - 2, rue des Soeurs,67504,Haguenau Cedex | Tél : 03 88 63 87 00 | Fax : +33 3 88 63 87 01",http://www.bas-rhin.gouv.fr,sous_pref,True,,left_only
sous_pref-67300-01,Sous-préfecture - Molsheim,sp-molsheim@bas-rhin.gouv.fr,"Adresse : 1, route de Mutzig - BP 85180,67120,Molsheim | Tél : 03 88 49 72 72 | Fax : +33 3 88 49 72 73",http://www.bas-rhin.gouv.fr,sous_pref,True,,left_only
sous_pref-67437-01,Sous-préfecture - Saverne,sp-saverne@bas-rhin.gouv.fr,"Adresse : 3, rue du Tribunal - BP 30150,67704,Saverne Cedex | Tél : 03 88 71 72 00 | Fax : +33 3 88 71 72 14",http://www.bas-rhin.gouv.fr,sous_pref,True,,left_only
sous_pref-67462-01,Sous-préfecture - Sélestat-Erstein,sous-prefecture-de-selestat-erstein@bas-rhin.gouv.fr,"Adresse : 4, allée de la Première-Armée - BP 60208,67600,Sélestat | Tél : 03 88 58 83 58 | Fax : +33 3 88 58 83 68",http://www.bas-rhin.gouv.fr,sous_pref,True,,left_only
suio-67482-01,Université Strasbourg 1 - Service universitaire d'information et d'orientation (SUIO),sioe@adm-ulp.u-strasbg.fr,"Adresse : 4 rue Blaise-Pascal,67070,Strasbourg Cedex | Tél : 03 90 24 11 50 | Fax : ",http://www-ulp.u-strasbg.fr,suio,True,,left_only
suio-67482-02,Service espace avenir orientation stage emploi - Université Strasbourg,espace-avenir@unistra.fr,"Adresse : Espace avenir - Nouveau patio - 20 A rue René-Descartes - CS 90032,67081,Strasbourg Cedex | Tél : 03 68 85 63 00 | Fax : 03 68 85 70 22",http://www.unistra.fr,suio,True,,left_only
suio-67482-03,Université Strasbourg 3 - Service universitaire d'information et d'orientation (SUIO),scuio@urs.u-strasbg.fr,"Adresse : BP 66 - 1 place d'Athènes,67045,Strasbourg Cedex | Tél : 03 88 41 42 40 | Fax : ",http://www-urs.u-strasbg.fr,suio,True,,left_only
ta-67482-01,Tribunal administratif - Strasbourg,greffe.ta-strasbourg@juradm.fr,"Adresse : 31 avenue de la Paix,67000,Strasbourg | Tél : 03 88 21 23 23 | Fax : 03 88 36 44 66",http://www.strasbourg.tribunal-administratif.fr,ta,True,,left_only
tresorerie-67021-01,Trésorerie de Barr,t067001@dgfip.finances.gouv.fr,"Adresse : 6 rue d'Alsace,67142,Barr | Tél : 03 88 08 90 49 | Fax : ",http://www.impots.gouv.fr,tresorerie,True,,left_only
tresorerie-67046-01,Trésorerie de Bischwiller,t067101@dgfip.finances.gouv.fr,"Adresse : 11 place de la Mairie - BP 50038,67242,Bischwiller Cedex | Tél : 03 88 06 28 80 | Fax : 03 88 06 28 84",http://www.impots.gouv.fr,tresorerie,True,,left_only
tresorerie-67061-01,Trésorerie de Bouxwiller,t067102@dgfip.finances.gouv.fr,"Adresse : 15 rue des Mines,67330,Bouxwiller | Tél : 03 88 70 70 15 | Fax : 03 88 71 30 91",http://www.impots.gouv.fr,tresorerie,True,,left_only
tresorerie-67067-01,Trésorerie de Brumath,t067006@dgfip.finances.gouv.fr,"Adresse : 15 rue du Général-Rampont - BP 31,67171,Brumath Cedex | Tél : 03 90 29 12 50 | Fax : 03 90 29 19 98",http://www.impots.gouv.fr,tresorerie,True,,left_only
tresorerie-67106-01,Trésorerie de Drusenheim,t067105@dgfip.finances.gouv.fr,"Adresse : 1 rue de la Libération,67410,Drusenheim | Tél : 03 88 53 30 50 | Fax : ",http://www.impots.gouv.fr,tresorerie,True,,left_only
tresorerie-67130-01,Trésorerie d'Erstein,t067070@dgfip.finances.gouv.fr,"Adresse : 2 rue de Savoie - BP 010035,67151,Erstein Cedex | Tél : 03 88 98 08 45 | Fax : ",http://www.impots.gouv.fr,tresorerie,True,,left_only
tresorerie-67180-01,Trésorerie de Haguenau,t067107@dgfip.finances.gouv.fr,"Adresse : 120 Grand'rue - BP 238,67500,Haguenau | Tél : 03 88 73 30 31 | Fax : 03 88 73 47 77",http://www.impots.gouv.fr,tresorerie,True,,left_only
tresorerie-67281-01,Trésorerie de Marckolsheim,t067026@dgfip.finances.gouv.fr,"Adresse : 1 rue de la Garonne - BP 60044,67390,Marckolsheim | Tél : 03 88 92 50 58 | Fax : 03 88 92 52 41",http://www.impots.gouv.fr,tresorerie,True,,left_only
tresorerie-67300-01,Trésorerie de Molsheim,t067029@dgfip.finances.gouv.fr,"Adresse : 20 rue Gaston-Romazzotti - BP 25165,67125,Molsheim Cedex | Tél : 03 88 47 98 65 | Fax : 03 88 47 94 20",http://www.impots.gouv.fr,tresorerie,True,,left_only
tresorerie-67324-01,Trésorerie de Niederbronn-les-Bains,t067113@dgfip.finances.gouv.fr,"Adresse : 7 place du Bureau-Central - BP 90003,67110,Niederbronn-les-Bains | Tél : 03 88 09 68 42 | Fax : ",http://www.impots.gouv.fr,tresorerie,True,,left_only
tresorerie-67348-01,Trésorerie d'Obernai,t067035@dgfip.finances.gouv.fr,"Adresse : 36 rue du Maréchal-Koenig - CS 90206,67213,Obernai Cedex | Tél : 03 88 95 54 47 | Fax : ",http://www.impots.gouv.fr,tresorerie,True,,left_only
tresorerie-67434-01,Trésorerie de Sarre-Union,t067123@dgfip.finances.gouv.fr,"Adresse : 18 Grand'rue,67260,Sarre-Union | Tél : 03 88 00 13 50 | Fax : ",http://www.impots.gouv.fr,tresorerie,True,,left_only
tresorerie-67437-01,Trésorerie de Saverne Collectivités,t067124@dgfip.finances.gouv.fr,"Adresse : 11 rue Sainte-Marie - BP 80120,67703,Saverne Cedex | Tél : 03 88 01 86 50 | Fax : ",http://www.impots.gouv.fr,tresorerie,True,,left_only
tresorerie-67447-01,Trésorerie de Schiltigheim,t067044@dgfip.finances.gouv.fr,"Adresse : 14 rue des Petits-Champs,67302,Schiltigheim Cedex | Tél : 03 88 10 58 50 | Fax : ",http://www.impots.gouv.fr,tresorerie,True,,left_only
tresorerie-67448-01,Trésorerie de Schirmeck,t067046@dgfip.finances.gouv.fr,"Adresse : Parc Bergopré,67130,Schirmeck | Tél : 03 88 97 01 10 | Fax : ",http://www.impots.gouv.fr,tresorerie,True,,left_only
tresorerie-67463-01,Trésorerie de Seltz,t067118@dgfip.finances.gouv.fr,"Adresse : 4 rue Principale - BP C,67470,Seltz | Tél : 03 88 86 50 68 | Fax : ",http://www.impots.gouv.fr,tresorerie,True,,left_only
tresorerie-67474-01,Trésorerie de Soultz-sous-Forêts,t067119@dgfip.finances.gouv.fr,"Adresse : 3 cour de la Mairie - BP 80024,67250,Soultz-sous-Forêts | Tél : 03 88 80 40 85 | Fax : 03 88 80 47 03",http://www.impots.gouv.fr,tresorerie,True,,left_only
tresorerie-67482-01,Trésorerie de Strasbourg Amendes,t067057@dgfip.finances.gouv.fr,"Adresse : 10 rue Simonis,67100,Strasbourg | Tél : 03 90 41 23 00 | Fax : ",http://www.impots.gouv.fr,tresorerie,True,,left_only
tresorerie-67482-02,Recette des finances de Strasbourg et Eurométropole,t067058@dgfip.finances.gouv.fr,"Adresse : 1 parc de l'Étoile,67070,Strasbourg Cedex | Tél : 03 68 98 50 00 | Fax : 03 68 98 57 14",http://www.impots.gouv.fr,tresorerie,True,,left_only
tresorerie-67482-03,Paierie régionale - Grand-Est,t067080@dgfip.finances.gouv.fr,"Adresse : 1 place Adrien-Zeller - BP 901006,67070,Strasbourg Cedex | Tél : 03 88 15 65 00 | Fax : 03 88 15 65 09",http://www.impots.gouv.fr,tresorerie,True,,left_only
tresorerie-67482-05,Trésorerie d'Illkirch Collectivités,t067069@dgfip.finances.gouv.fr,"Adresse : 12 rue du Rhône - CS 50263,67089,Strasbourg Cedex | Tél : 03 90 40 65 00 | Fax : ",http://www.impots.gouv.fr,tresorerie,True,,left_only
tresorerie-67495-01,Trésorerie de Truchtersheim,t067062@dgfip.finances.gouv.fr,"Adresse : 10 rue des Faisans,67370,Truchtersheim | Tél : 03 88 69 60 58 | Fax : ",http://www.impots.gouv.fr,tresorerie,True,,left_only
tresorerie-67507-01,Trésorerie de Villé,t067063@dgfip.finances.gouv.fr,"Adresse : 4 rue du Mont-Sainte-Odile,67220,Villé | Tél : 03 88 57 13 12 | Fax : ",http://www.impots.gouv.fr,tresorerie,True,,left_only
tresorerie-67520-01,Trésorerie de Wasselonne,t067064@dgfip.finances.gouv.fr,"Adresse : 8 cour du Château,67318,Wasselonne Cedex | Tél : 03 88 87 03 78 | Fax : ",http://www.impots.gouv.fr,tresorerie,True,,left_only
tresorerie-67544-01,Trésorerie de Wissembourg,t067120@dgfip.finances.gouv.fr,"Adresse : 1 cour de la Commanderie - BP 70040,67161,Wissembourg Cedex | Tél : 03 88 94 01 29 | Fax : ",http://www.impots.gouv.fr,tresorerie,True,,left_only
accompagnement_personnes_agees-68224-01,Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Mulhouse,rivage@apa.asso.fr,"Adresse : Plateforme Rivage - 75 allée Gluck - BP 2147,68060,Mulhouse Cedex | Tél : 03 89 32 47 87 | Fax : ",http://www.reseau-apa.fr,accompagnement_personnes_agees,True,,left_only
adil-68066-01,Agence départementale d'information sur le logement (Adil) - Haut-Rhin - Colmar,contact@adil68.fr,"Adresse : 16 A avenue de la Liberté,68000,Colmar | Tél : 03 89 21 75 35 | Fax : 03 89 23 61 91",http://www.adil68.org,adil,True,,left_only
adil-68224-01,Agence départementale d'information sur le logement (Adil) - Haut-Rhin - Mulhouse,contact@adil68.fr,"Adresse : 28 A rue des Franciscains,68100,Mulhouse | Tél : 03 89 46 79 50 | Fax : 03 89 66 45 31",http://www.adil68.org,adil,True,,left_only
anah-68066-01,Agence nationale de l'habitat (Anah) - Haut-Rhin,ddt-anah@haut-rhin.gouv.fr,"Adresse : Cité administrative,68026,Colmar Cedex | Tél : 03 89 24 84 11 | Fax : 03 89 24 84 12",http://www.anah.fr,anah,True,,left_only
apec-68224-01,Association pour l'emploi des cadres (Apec) de Mulhouse,act.cour@apec.fr,"Adresse : 8 rue de la Justice,68100,Mulhouse | Tél : 08 09 36 12 12 / Numéro gris : service gratuit + prix dun appel (dépend de votre opérateur, pour connaître le tarif écoutez le message en début dappel) | Fax : ",http://www.apec.fr,apec,True,,left_only
apecita-68295-01,"Association pour l'emploi des cadres, ingénieurs et techniciens de l'agriculture et de l'agroalimentaire (Apecita) - Grand Est - Agence de Colmar",colmar@apecita.com,"Adresse : 11 rue Jean-Mermoz,68127,Sainte-Croix-en-Plaine | Tél : 03 89 22 24 87 | Fax : 03 89 22 24 89",http://www.apecita.com,apecita,True,,left_only
bureau_de_douane-68066-01,Bureau de douane - Colmar,viti-colmar@douane.finances.gouv.fr,"Adresse : 20 rue d'Agen,68000,Colmar | Tél : 09 70 27 79 00 | Fax : 03 89 23 29 06",,bureau_de_douane,True,,left_only
bureau_de_douane-68224-01,Bureau de douane - Mulhouse,r-mulhouse@douane.finances.gouv.fr,"Adresse : Batiment 48 - 49 rue Pfastatt,68200,Mulhouse | Tél : 09 70 27 78 60 | Fax : 03 89 61 72 94",,bureau_de_douane,True,,left_only
bureau_de_douane-68297-01,Bureau de douane - Bale - Mulhouse Aéroport,r-bale-mulhouse-aeroport@douane.finances.gouv.fr,"Adresse : BP 30003,68061,Saint-Louis Cedex | Tél : 09 70 27 79 50 | Fax : 03 89 90 42 38",http://www.douane.gouv.fr,bureau_de_douane,True,,left_only
bureau_de_douane-68297-02,Bureau de douane - Saint-Louis - Autoroute,r-saint-louis@douane.finances.gouv.fr,"Adresse : BP 30003 - Plate-forme douanière,68301,Saint-Louis Cedex | Tél : 09 70 27 79 20 | Fax : 03 89 67 16 10",,bureau_de_douane,True,,left_only
cci-68066-01,Chambre de commerce et d'industrie (CCI) - Alsace Eurométropole,cci-infoservices@colmar.cci.fr,"Adresse : 1 place de la Gare - CS 40007,68001,Colmar Cedex | Tél : 03 89 20 20 20 | Fax : 03 89 20 20 21",http://www.alsace-eurometropole.cci.fr,cci,True,,left_only
cci-68224-01,Chambre de commerce et d'industrie (CCI) - Alsace-Eurométropole,contact@alsace.cci.fr,"Adresse : 8 rue du 17-Novembre - BP 01088,68051,Mulhouse Cedex | Tél : 03 89 66 71 71 | Fax : 03 89 66 71 39",http://www.alsace-eurometropole.cci.fr,cci,True,,left_only
cdg-68066-01,Centre de gestion de la fonction publique territoriale - Haut-Rhin,cdg68@cdg68.fr,"Adresse : 22 rue Wilson,68027,Colmar Cedex | Tél : 03 89 20 36 00 | Fax : 03 89 20 36 29",http://www.cdg68.fr,cdg,True,,left_only
centre_impots_fonciers-68066-01,Centre des impôts foncier de Colmar,cdif.colmar@dgfip.finances.gouv.fr,"Adresse : Cité administrative - 3 rue Fleischhauer - Bâtiment J3 rue Fleischhauer,68026,Colmar Cedex | Tél : 03 89 24 81 03 | Fax : 03 89 24 81 10",http://www.impots.gouv.fr,centre_impots_fonciers,True,,left_only
cg-68066-01,Conseil départemental - Haut-Rhin,communication@haut-rhin.fr,"Adresse : Hôtel du département - 100 avenue d'Alsace,68000,Colmar | Tél : 03 89 30 68 68 | Fax : 03 89 21 72 85",http://www.haut-rhin.fr,cg,True,,left_only
chambre_agriculture-68295-01,Chambre d'agriculture - Haut-Rhin,direction@alsace.chambagri.fr,"Adresse : 11 rue Jean-Mermoz,68127,Sainte-Croix-en-Plaine | Tél : 03 89 20 97 00 | Fax : 03 89 20 97 01",http://www.alsace.chambagri.fr,chambre_agriculture,True,,left_only
chambre_metier-68066-01,Chambre de métiers et de l'artisanat (CMA) - Haut-Rhin - Colmar,cma.colmar@cm-alsace.fr,"Adresse : 13 avenue de la République - CS 20044,68025,Colmar Cedex | Tél : 03 89 20 84 50 | Fax : 03 89 24 40 42",http://www.cm-alsace.fr,chambre_metier,True,,left_only
chambre_metier-68224-01,Chambre de métiers et de l'artisanat (CMA) - Haut-Rhin - Mulhouse,cma-mulhouse@cm-alsace.fr,"Adresse : 12 boulevard de l'Europe - BP 3007,68061,Mulhouse Cedex | Tél : 03 89 46 89 00 | Fax : 03 89 45 44 40",http://www.cm-alsace.fr,chambre_metier,True,,left_only
cidf-68224-01,Centre d'information sur les droits des femmes et des familles (CIDFF) - Haut-Rhin,cidff68@orange.fr,"Adresse : 9 A rue Schlumberger,68200,Mulhouse | Tél : 03 89 60 45 43 | Fax : ",http://www.cidff68.fr,cidf,True,,left_only
cij-68063-01,Point information jeunesse - Cernay,virginie.rague@cscagora.fr,"Adresse : Centre socio-culturel Agora - 7 rue de la 4e-Division-Marocaine-de-Montagne,68700,Cernay | Tél : 03 89 75 62 80 | Fax : 03 89 75 87 21",http://www.cscagora.fr,cij,True,,left_only
cij-68066-01,Bureau information jeunesse - Colmar,bij.info@colmar.fr,"Adresse : 32 cours Sainte-Anne,68000,Colmar | Tél : 03 89 20 67 91 | Fax : ",http://www.reseau-informationjeunesse-alsace.fr,cij,True,,left_only
cij-68112-01,Point information jeunesse - Guebwiller,r.boulhadid@ville-guebwiller.fr,"Adresse : 3 A chemin Noir,68500,Guebwiller | Tél : 03 89 74 14 11 | Fax : 03 89 38 82 07",http://www.cija.org,cij,True,,left_only
cij-68154-01,Point information jeunesse - Illzach,bibliotheque@espace110.org,"Adresse : 1 avenue des Rives-de-l'Ill,68110,Illzach | Tél : 03 89 51 39 88 | Fax : 03 89 57 31 31",http://www.espace110.org,cij,True,,left_only
cij-68156-01,Point information jeunesse - Issenheim,ejissenheim@gmail.com,"Adresse : 25 route de Rouffach,68500,Issenheim | Tél : 03 89 74 97 50 | Fax : ",,cij,True,,left_only
cij-68224-01,Centre régional information jeunesse - Alsace,contact@crij-alsace.fr,"Adresse : 9 rue du Moulin,68100,Mulhouse | Tél : 03 89 66 33 13 | Fax : 03 89 56 49 19",http://www.crij-alsace.fr,cij,True,,left_only
cij-68334-01,Point information jeunesse - Thann,accueil@mlthurdoller.com,"Adresse : Mission locale Thur-Doller - 27 avenue Robert-Schumann,68800,Thann | Tél : 03 89 37 56 09 | Fax : ",http://www.mlthurdoller.fr,cij,True,,left_only
cio-68004-01,Centre dinformation et dorientation (CIO) - Altkirch,cio.altkirch@ac-strasbourg.fr,"Adresse : Quartier Plessier - Bâtiment 3 - 39 avenue du 8e-Régiment-des-Hussards,68130,Altkirch | Tél : 03 89 40 99 07 | Fax : 03 89 40 67 04",http://www.education.gouv.fr,cio,True,,left_only
cio-68066-01,Centre dinformation et dorientation (CIO) - Colmar,cio.colmar@ac-strasbourg.fr,"Adresse : Cité administrative - Bâtiment H - 3 rue Fleischhauer,68000,Colmar | Tél : 03 89 24 81 62 | Fax : 03 89 24 81 61",http://www.ac-strasbourg.fr,cio,True,,left_only
cio-68112-01,Centre dinformation et dorientation (CIO) - Guebwiller,cio.guebwiller@ac-strasbourg.fr,"Adresse : 17 place du Marché,68500,Guebwiller | Tél : 03 89 62 16 62 | Fax : ",http://www.ac-strasbourg.fr,cio,True,,left_only
cio-68224-01,Centre d'information et d'orientation (CIO) - Mulhouse,cio.mulhouse-bollwerk@ac-strasbourg.fr,"Adresse : 5 avenue Roger-Salengro,68100,Mulhouse | Tél : 03 89 46 61 12 | Fax : ",http://www.education.gouv.fr,cio,True,,left_only
cio-68224-02,Centre dinformation et dorientation (CIO) - Mulhouse,cio.mulhouse-cite@ac-strasbourg.fr,"Adresse : Cité administrative - Bâtiment A - 12 rue Coehorn - 1er étage,68091,Mulhouse Cedex | Tél : 03 89 33 33 66 | Fax : ",http://www.education.gouv.fr,cio,True,,left_only
cio-68297-01,Centre dinformation et dorientation (CIO) - Saint-Louis,cio.saint-louis@ac-strasbourg.fr,"Adresse : 4 rue Jean-Mermoz,68300,Saint-Louis | Tél : 03 89 69 80 08 | Fax : ",http://www.education.gouv.fr,cio,True,,left_only
cio-68334-01,Centre d'information et d'orientation (CIO) - Thann,cio.thann@ac-strasbourg.fr,"Adresse : 6 rue des Pèlerins,68800,Thann | Tél : 03 89 37 01 33 | Fax : 03 89 37 22 80",http://www.ac-strasbourg.fr,cio,True,,left_only
clic-68004-01,Point d'information local dédié aux personnes âgées - Altkirch,gerontoaltkirch@haut-rhin.fr,"Adresse : Pôle gérontologique-Quartier Plessier - 39 avenue 8e-Régiment-de-Hussards - Bâtiment 2 - BP 501027,68134,Altkirch Cedex | Tél : 03 89 08 98 30 | Fax : 03 89 08 98 39",http://www.haut-rhin.fr,clic,True,,left_only
clic-68066-01,Point d'information local dédié aux personnes âgées - Colmar,gerontocolmar@haut-rhin.fr,"Adresse : Pôle gérontologique - 3 rue Gambetta,68000,Colmar | Tél : 03 89 20 17 77 | Fax : ",,clic,True,,left_only
clic-68145-01,Point d'information local dédié aux personnes âgées - Horbourg-Wihr,gerontohorbourg@haut-rhin.fr,"Adresse : Mairie - Pôle gérontologique - 44 Grand'rue,68180,Horbourg-Wihr | Tél : 03 89 21 74 94 | Fax : ",,clic,True,,left_only
clic-68154-01,Point d'information local dédié aux personnes âgées - Illzach,geontoillzach@haut-rhin.fr,"Adresse : Pôle gérontologique - 17 rue Victor-Hugo,68110,Illzach | Tél : 03 89 45 15 33 | Fax : 03 89 45 18 81",,clic,True,,left_only
clic-68224-01,Point d'information local dédié aux personnes âgées - Mulhouse,gerontomulhouse@haut-rhin.fr,"Adresse : Pôle gérontologique - 61 rue de Pfastatt,68200,Mulhouse | Tél : 03 89 59 68 88 | Fax : 03 89 35 36 23",http://www.haut-rhin.fr,clic,True,,left_only
clic-68226-01,Point d'information local dédié aux personnes âgées - Munster,gerontomunster@haut-rhin.fr,"Adresse : Pôle gérontologique - 2 rue Jean-Matter,68140,Munster | Tél : 03 89 30 23 16 | Fax : ",,clic,True,,left_only
clic-68269-01,Point d'information local dédié aux personnes âgées - Ribeauvillé,gerontoribeauville@haut-rhin.fr,"Adresse : 17 rue de l'Abattoir,68150,Ribeauvillé | Tél : 03 89 78 27 61 | Fax : ",,clic,True,,left_only
clic-68271-01,Point d'information local dédié aux personnes âgées - Riedisheim,gerontoriedisheim@haut-rhin.fr,"Adresse : Pôle gérontologique du conseil départemental - 3 rue de l'École,68400,Riedisheim | Tél : 03 89 65 04 95 | Fax : 03 89 65 92 89",http://haut-rhin.fr,clic,True,,left_only
clic-68287-01,Point d'information local dédié aux personnes âgées - Guebwiller,gerontoguebwiller@haut-rhin.fr,"Adresse : Pôle gérontologique - 97 rue Théodore-Deck,68500,Guebwiller | Tél : 03 89 49 67 20 | Fax : ",http://www.haut-rhin.fr,clic,True,,left_only
clic-68297-01,Pôle gérontologique - Saint-Louis,gerontostlouis@haut-rhin.fr,"Adresse : 80 rue de Mulhouse,68300,Saint-Louis | Tél : 03 89 89 71 00 | Fax : ",,clic,True,,left_only
clic-68376-01,Point d'information local dédié aux personnes âgées - Wittenheim,gerontowittenheim@haut-rhin.fr,"Adresse : Pôle gérontologique - 1 rue de Gascogne,68270,Wittenheim | Tél : 03 89 50 68 31 | Fax : ",http://haut-rhin.fr,clic,True,,left_only
commissariat_police-68297-01,Commissariat de police de Saint-Louis,csp-siat-saint-louis-68@interieur.gouv.fr,"Adresse : 5 rue du Jura,68300,Saint-Louis | Tél : 03 89 70 99 20 / appeler le 17 en cas d'urgence | Fax : 03 89 73 99 49",http://www.police-nationale.interieur.gouv.fr,commissariat_police,True,,left_only
commission_conciliation-68066-01,Commission départementale de conciliation - Haut-Rhin,dd68-action-sociale@au-rhin.gouv.fr,"Adresse : 3, rue Fleischhauer,68026,Colmar Cedex | Tél : 03 89 24 81 90 | Fax : 03 89 24 85 08",,commission_conciliation,True,,left_only
conciliateur_fiscal-68066-01,Conciliateur fiscal départemental - Haut-Rhin,conciliateurfiscal68@dgfip.finances.gouv.fr,"Adresse : 3, rue Fleischhauer,68026,Colmar Cedex | Tél : | Fax : ",http://www.impots.gouv.fr,conciliateur_fiscal,True,,left_only
crib-68066-01,Centre de ressources et d'information des bénévoles (Crib) - Archimène de Colmar,psl.alsace@profession-sport-loisirs.fr,"Adresse : 16 rue Jacques-Preiss - BP 70596,68018,Colmar Cedex | Tél : 03 89 41 60 43 | Fax : 03 89 23 07 72",http://alsace.profession-sport-loisirs.fr,crib,True,,left_only
crib-68224-01,Centre de ressources et d'information des bénévoles (Crib) - Union départementale du bénévolat associatif du Haut-Rhin,udba-68@wanadoo.fr,"Adresse : 6 rue des Castors,68200,Mulhouse | Tél : 03 89 50 46 99 | Fax : ",http://www.udba68.benevolat.org,crib,True,,left_only
crous-68224-01,Centre local des uvres universitaires et scolaires (CLOUS) - Mulhouse,hebergements.mulhouse@crous-strasbourg.fr,"Adresse : 11 rue des Frères-Lumières,68350,Brunstatt | Tél : 03 89 55 72 20 | Fax : 03 89 55 72 30",http://www.crous-strasbourg.fr,crous,True,,left_only
ddcspp-68066-01,Direction départementale de la cohésion sociale et de la protection des populations (DDCSPP) du Haut-Rhin,ddcspp@haut-rhin.gouv.fr,"Adresse : 3, rue Fleischhauer - Cité administrative - Bâtiment C,68026,Colmar Cedex | Tél : 03 89 24 82 00 | Fax : 03 89 24 82 01",http://www.haut-rhin.gouv.fr,ddcspp,True,,left_only
drddi-68224-01,Direction régionale des douanes - Mulhouse,dr-mulhouse@douane.finances.gouv.fr,"Adresse : 13 rue du Tilleul,66100,Mulhouse | Tél : 09 70 27 78 00 | Fax : 03 89 66 38 10",http://www.douane.gouv.fr,drddi,True,,left_only
